matreial,materialDescription,quantity,postingDate,cost,movementType,Movement Type Text,Material Document,Document Date,Reference,Storage Location,Customer,userName,Collective number,Time of Entry,reasonArea
332/C9378,WA INNER BOOM PIPES,-1,20/02/2024,-160.97,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
400/F2771,ABI FUEL TANK,-4,20/02/2024,-707.8,551,GI scrapping,4006122221,20/02/2024,,PROD,,CAZACUCL,,14:15:21,FACE SURFACE DAMAGED
400/L9203,WA R.H. PIPE,-1,20/02/2024,-45.55,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
400/L9209,WA L.H. PIPE,-1,20/02/2024,-45.55,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
400/M7860,WA PIPEWORK L/H,-1,20/02/2024,-67.88,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
400/M7992,WA LH BOOM PIPE,-1,20/02/2024,-56.07,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
400/Z8719,WA RH BOOM PIPES 5YJ/K,-2,20/02/2024,-195.9,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
401/A5250,WA LH UNDER BOOM PIPE 12,-1,20/02/2024,-116,551,GI scrapping,4006130512,20/02/2024,,PROD,,CAZACUCL,,16:13:30,BENT OUT OF SHAPE
401/E1271,ABI FUEL TANK,-2,20/02/2024,-344.34,551,GI scrapping,4006122221,20/02/2024,,PROD,,CAZACUCL,,14:15:21,FACE SURFACE DAMAGED
402/L1423,VARIOUS EXTEND / RETRACT,-11,20/02/2024,-795.08,551,GI scrapping,4006122224,20/02/2024,,PROD,,CAZACUCL,,14:16:06,PARTS REMOVED
402/R6758,SA INTER BOOM HOSE TRKG P,-1,20/02/2024,-173.5,551,GI scrapping,4006122313,20/02/2024,,PROD,,RAFEEQM,,14:24:12,
161/01107,LEVER AUX W.A.,-9,19/02/2024,-48.24,551,GI scrapping,4006088374,19/02/2024,,PROD,,HOPEWELLP,,09:17:51,WATER DAMAGE/RUST
401/E8574,PIVOT VALVE 5CG,-1,19/02/2024,-140.2,551,GI scrapping,4006088539,19/02/2024,,PROD,,HOPEWELLP,,09:34:08,DAMAGED/CONTAMINATED
401/R3570,3f7PUMP EK 72/11cc - 19cc,-2,19/02/2024,"-1,191.93",551,GI scrapping,4006088282,19/02/2024,,PROD,,HOPEWELLP,,09:12:35,DAMAGED ON TRACK
402/L8855,HYD 2 EPROP valve,-1,19/02/2024,-59.27,551,GI scrapping,4006088661,19/02/2024,,PROD,,HOPEWELLP,,09:35:52,DAMAGED/CONTAMINATED
402/M5836,POPPET VALVE ASSY,-7,19/02/2024,-197.83,551,GI scrapping,4006088374,19/02/2024,,PROD,,HOPEWELLP,,09:17:51,WATER DAMAGE/RUST
400/S0978,FRONT COVER MOULDING,-2,16/02/2024,-73.16,551,GI scrapping,4006040673,16/02/2024,,PROD,,RAFEEQM,,10:02:26,
160/15585,SILENCER EXHAUST NAT/ASP,-1,15/02/2024,-99.62,551,GI scrapping,4006001891,15/02/2024,,PROD,,CAZACUCL,,14:20:37,"DENTED, CONTAMINATED"
25/223685,Valve 6 Spool Assy,-1,15/02/2024,-442.35,551,GI scrapping,4006001895,15/02/2024,,PROD,,CAZACUCL,,14:22:15,DAMAGED SOLENOID
320/A7181,FUEL LIFT PUMP,-1,15/02/2024,-232.39,551,GI scrapping,4005998487,15/02/2024,,PROD,,CAZACUCL,,11:04:16,DRAIN PORT SNAPPED OFF
320/B4595,56+KW CAC,-1,15/02/2024,-44.16,551,GI scrapping,4005998365,15/02/2024,,PROD,,CAZACUCL,,10:48:35,ATTACHED TO REJECT PART
320/B4595,56+KW CAC,-1,15/02/2024,-44.16,551,GI scrapping,4005998486,15/02/2024,,PROD,,CAZACUCL,,11:03:30,MOUNTING POINT DAMAGED
331/27034,STEP TREAD 410x180,-2,15/02/2024,-15.28,551,GI scrapping,4005998089,15/02/2024,,PROD,,CAZACUCL,,10:39:43,ATTACHED TO REJECT PART
332/C5000,RADIATOR TIII MECH ENG,-1,15/02/2024,-135.46,551,GI scrapping,4005998339,15/02/2024,,PROD,,CAZACUCL,,10:47:27,DAMAGED FINS
332/C9378,WA INNER BOOM PIPES,-1,15/02/2024,-160.97,551,GI scrapping,4006003562,15/02/2024,,PROD,,CAZACUCL,,14:43:00,BENT OUT OF SHAPE
332/E3428,Worklamp Harness 531/541 LCS,-1,15/02/2024,-5.25,551,GI scrapping,4005998622,15/02/2024,,PROD,,CAZACUCL,,11:11:28,OIL INGRESS
332/E9058,wa CAB STEP,-1,15/02/2024,-16.09,551,GI scrapping,4005998082,15/02/2024,,PROD,,CAZACUCL,,10:38:15,DAMAGED SOLENOID
332/G5314,PIVOT PIN 49.90 X 208,-1,15/02/2024,-5.45,551,GI scrapping,4006002205,15/02/2024,,PROD,,CAZACUCL,,14:37:42,HAMMER MARKS
332/H5331,SWAY VALVE,-1,15/02/2024,-101.38,551,GI scrapping,4006001895,15/02/2024,,PROD,,CAZACUCL,,14:22:15,DAMAGED SOLENOID
332/U0361,Hose 1/2 bsp 740mm,-2,15/02/2024,-14.13,551,GI scrapping,4005998574,15/02/2024,,PROD,,CAZACUCL,,11:07:57,OPEN TO ELEMENTS
332/U3935,HOSE 3/8 BSP 1200mm LONG,-1,15/02/2024,-6.72,551,GI scrapping,4006002203,15/02/2024,,PROD,,CAZACUCL,,14:37:00,USED AS SLAVE
333/C2555,WA - HYD & AC  MTG FRAME,-1,15/02/2024,-10.45,551,GI scrapping,4005998480,15/02/2024,,PROD,,CAZACUCL,,10:59:31,BENT OUT OF SHAPE
333/C7016,55KW HOT SIDE CAC HOSE,-1,15/02/2024,-26.1,551,GI scrapping,4006002146,15/02/2024,,PROD,,CAZACUCL,,14:32:45,RIPPED
333/D2811,SA HOSE - 1900 YELLOW,-1,15/02/2024,-11.16,551,GI scrapping,4006002167,15/02/2024,,PROD,,CAZACUCL,,14:34:54,CONTAMINATED
333/E0311,HOSE AIR CONDITIONING,-1,15/02/2024,-7.62,551,GI scrapping,4005998590,15/02/2024,,PROD,,CAZACUCL,,11:09:00,OPEN TO ELEMENTS
333/H9146,p90 FILL MOULDING,-1,15/02/2024,-8.22,551,GI scrapping,4006001670,15/02/2024,,PROD,,CAZACUCL,,14:04:26,CRACKED MOULDING
334/C9153,SA HOSE-06 BSP HP 270 B S,-1,15/02/2024,-7.22,551,GI scrapping,4005998621,15/02/2024,,PROD,,CAZACUCL,,11:10:53,CUT CASING
334/D2744,WL-12V CLOSE RANGE ULTRA,-1,15/02/2024,-7.98,551,GI scrapping,4005998623,15/02/2024,,PROD,,CAZACUCL,,11:11:57,DAMAGED PLUG
334/D3686,SA HOSE 06 10320mm A WHIT,-1,15/02/2024,-29.79,551,GI scrapping,4006001845,15/02/2024,,PROD,,CAZACUCL,,14:18:22,DAMAGED CASING
334/F3081,LIFT ARM SUPPORT DEVICE (,-1,15/02/2024,-11.57,551,GI scrapping,4005998034,15/02/2024,,PROD,,CAZACUCL,,10:35:31,PAINT DAMAGE
33AG/BA060,HOSE -08 BSP HP 600mm B,-2,15/02/2024,-12.96,551,GI scrapping,4005998590,15/02/2024,,PROD,,CAZACUCL,,11:09:00,OPEN TO ELEMENTS
33AG/CG104,HOSE -08 BSP HP 1040mm C,-2,15/02/2024,-16.74,551,GI scrapping,4005998574,15/02/2024,,PROD,,CAZACUCL,,11:07:57,OPEN TO ELEMENTS
34AG/DA082,HOSE -10 BSP HP 820mm B,-2,15/02/2024,-21.68,551,GI scrapping,4005998574,15/02/2024,,PROD,,CAZACUCL,,11:07:57,OPEN TO ELEMENTS
35AG/DA070,HOSE -12 BSP HP 700MM B,-1,15/02/2024,-17.71,551,GI scrapping,4006003261,15/02/2024,,PROD,,CAZACUCL,,14:42:05,OPEN TO ELEMENTS
400/D8533,SA FENDER RH TRIM 5,-1,15/02/2024,-17.78,551,GI scrapping,4006002141,15/02/2024,,PROD,,CAZACUCL,,14:32:05,PAINT OVERSPRAY
400/D9315,SA FENDER RH TRIM 7,-1,15/02/2024,-17.78,551,GI scrapping,4006001729,15/02/2024,,PROD,,CAZACUCL,,14:08:09,SURFACE SCRATCHED
400/F9507,WA PIPES INTER RH-5AX,-1,15/02/2024,-141.97,551,GI scrapping,4006003562,15/02/2024,,PROD,,CAZACUCL,,14:43:00,BENT OUT OF SHAPE
400/J0187,AIR CLEANER ASSY STGE,-2,15/02/2024,-132.17,551,GI scrapping,4005998421,15/02/2024,,PROD,,CAZACUCL,,10:50:27,DAMAGED CASING
400/M4547,CPV TB AND SAHR CHRG,-1,15/02/2024,-152.87,551,GI scrapping,4005994846,15/02/2024,,PROD,,HOPKINSTR,,07:27:48,internal cleanliness test
400/S0620,FAN MOTOR 11cc BI-DIRECTI,-2,15/02/2024,-398.07,551,GI scrapping,4005998485,15/02/2024,,PROD,,CAZACUCL,,11:02:43,"CROSS THREADED, SOLENOID"
400/S0620,FAN MOTOR 11cc BI-DIRECTI,-1,15/02/2024,-199.03,551,GI scrapping,4006001763,15/02/2024,,PROD,,CAZACUCL,,14:09:59,OPEN TO ELEMENTS
400/U9965,STEER MODE VALVE 40LPM,-1,15/02/2024,-116.24,551,GI scrapping,4005994849,15/02/2024,,PROD,,HOPKINSTR,,07:28:26,
400/X5471,MOTOR 11cc UNI-DIRECT,-3,15/02/2024,-421.39,551,GI scrapping,4006001678,15/02/2024,,PROD,,CAZACUCL,,14:05:29,PARTS REMOVED/DAMAGED SOL
401/C5751,ABI ENGINE COVER - NO BADGE,-1,15/02/2024,-410.12,551,GI scrapping,4006004384,15/02/2024,,PROD,,CAZACUCL,,14:46:00,DAMAGED FINS
401/E1736,WA POD BASE NXG - BLACK N,-2,15/02/2024,-550.32,551,GI scrapping,4006025052,15/02/2024,,PROD,,CAZACUCL,,15:37:55,BENT OUT OF SHAPE
401/E8601,WA RH HEADLIGHT SUPPORT,-1,15/02/2024,-33.09,551,GI scrapping,4005998168,15/02/2024,,PROD,,CAZACUCL,,10:44:21,PAINT DAMAGE
401/H0103,ABI ENGINE COVER - SUNBEL,-1,15/02/2024,-557.61,551,GI scrapping,4006004240,15/02/2024,,PROD,,CAZACUCL,,14:45:30,CRACKED MOULDING
401/R3863,WA SEAL PLATE 97+kW STAGE,-1,15/02/2024,-47.5,551,GI scrapping,4005998480,15/02/2024,,PROD,,CAZACUCL,,10:59:31,BENT OUT OF SHAPE
401/R3863,WA SEAL PLATE 97+kW STAGE,-3,15/02/2024,-142.5,551,GI scrapping,4005998480,15/02/2024,,PROD,,CAZACUCL,,10:59:31,BENT OUT OF SHAPE
401/Z1258,FRONT COVER,-1,15/02/2024,-17.02,551,GI scrapping,4005998160,15/02/2024,,PROD,,CAZACUCL,,10:40:30,SCRATCHED PLASTIC
402/C7904,ABI BANCO RAD,-4,15/02/2024,-574.4,551,GI scrapping,4005998339,15/02/2024,,PROD,,CAZACUCL,,10:47:27,DAMAGED FINS
402/D0645,CAB MOUNT DAMP RR/LH 5X P,-1,15/02/2024,-28.39,551,GI scrapping,4006002983,15/02/2024,,PROD,,CAZACUCL,,14:41:03,DAMAGED
402/H1407,ABI CPK ST5 112-129kW DTV,-1,15/02/2024,-681.24,551,GI scrapping,4005998169,15/02/2024,,PROD,,CAZACUCL,,10:46:17,BOLT SNAPPED OFF
402/H4948,WA HANGER MUTLI COOLERS,-1,15/02/2024,-29.82,551,GI scrapping,4005998480,15/02/2024,,PROD,,CAZACUCL,,10:59:31,BENT OUT OF SHAPE
402/J4978,WA 55KW - SEF SEAL PLATE,-1,15/02/2024,-42.04,551,GI scrapping,4005998480,15/02/2024,,PROD,,CAZACUCL,,10:59:31,BENT OUT OF SHAPE
402/M5836,POPPET VALVE ASSY,-2,15/02/2024,-56.52,551,GI scrapping,4006002203,15/02/2024,,PROD,,CAZACUCL,,14:37:00,USED AS SLAVE
402/N1238,STEER MODE VALVE 40LPM,-1,15/02/2024,-182.48,551,GI scrapping,4005994852,15/02/2024,,PROD,,HOPKINSTR,,07:29:19,cleanliness testing
612/80169,HOSE 3/8BSP 560mm,-2,15/02/2024,-9.87,551,GI scrapping,4006002203,15/02/2024,,PROD,,CAZACUCL,,14:37:00,USED AS SLAVE
716/A6072,SINGLE AXIS INCLINOMETER,-1,15/02/2024,-24.57,551,GI scrapping,4006001846,15/02/2024,,PROD,,CAZACUCL,,14:18:56,WIRES CUT
716/D2727,DUAL OUTPUT SPEED SENSOR,-1,15/02/2024,-23.76,551,GI scrapping,4005998482,15/02/2024,,PROD,,CAZACUCL,,11:01:36,ATTACHED TO REJECT PART
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,15/02/2024,-116,551,GI scrapping,4006002164,15/02/2024,,PROD,,CAZACUCL,,14:33:57,DAMAGED BOTTOM
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,15/02/2024,-116,551,GI scrapping,4005998164,15/02/2024,,PROD,,CAZACUCL,,10:43:43,DAMAGED CASING
728/W5870,UNIVERSAL TILT SENSOR E3,-1,15/02/2024,-60.17,551,GI scrapping,4006001845,15/02/2024,,PROD,,CAZACUCL,,14:18:22,DAMAGED CASING
826/10506,RAM STRAP -OUTER,-2,15/02/2024,-10.5,551,GI scrapping,4005998597,15/02/2024,,PROD,,CAZACUCL,,11:09:40,PAINT DAMAGE
926/49603,SPONGE SEALING STRIP,-2,15/02/2024,-0.3,551,GI scrapping,4005994226,15/02/2024,,PROD,,RAFEEQM,,06:49:55,
928/60350,STEER PRIORITY VALVE,-1,15/02/2024,-128.02,551,GI scrapping,4006001643,15/02/2024,,PROD,,CAZACUCL,,14:03:46,DAMAGED SOLENOID
123/04055,CAP,-2,14/02/2024,-18.52,551,GI scrapping,4005964597,14/02/2024,,PROD,,CAZACUCL,,12:08:15,DENTED CAP
32/925421,FILLER BREATHER CAP,-2,14/02/2024,-31.3,551,GI scrapping,4005964872,14/02/2024,,PROD,,CAZACUCL,,12:26:20,DENTED
32/925421,FILLER BREATHER CAP,-1,14/02/2024,-15.65,551,GI scrapping,4005964597,14/02/2024,,PROD,,CAZACUCL,,12:08:15,DENTED CAP
332/E9058,wa CAB STEP,-1,14/02/2024,-16.1,551,GI scrapping,4005964507,14/02/2024,,PROD,,CAZACUCL,,12:02:12,BENT OUT OF SHAPE
332/F0839,BATTERY 12V 1000CCA,-1,14/02/2024,-70.01,551,GI scrapping,4005972419,14/02/2024,,PROD,,CAZACUCL,,14:38:11,FLAT
332/G6761,RUBBER FLAP,-1,14/02/2024,-4.88,551,GI scrapping,4005972094,14/02/2024,,PROD,,CAZACUCL,,14:22:13,CONTAMINATED
332/H7264,ABI 55KW INDUCTION,-1,14/02/2024,-10.72,551,GI scrapping,4005964859,14/02/2024,,PROD,,CAZACUCL,,12:25:41,SPLIT ON END
334/C5693,PO CBV - EXTENSION RAM,-1,14/02/2024,-138.32,551,GI scrapping,4005964815,14/02/2024,,PROD,,CAZACUCL,,12:22:21,OPEN TO ELEMENTS
334/C5698,SRS LIFT VALVE 536-60,-2,14/02/2024,-331.08,551,GI scrapping,4005964933,14/02/2024,,PROD,,CAZACUCL,,12:29:02,OPEN TO ELEMENTS
334/C5698,SRS LIFT VALVE 536-60,-1,14/02/2024,-165.54,551,GI scrapping,4005972416,14/02/2024,,PROD,,CAZACUCL,,14:37:20,ATTACHED TO REJECT PART
334/C9549,SA HOSE 5/8BSP 715 HP B S,-1,14/02/2024,-12.24,551,GI scrapping,4005971577,14/02/2024,,PROD,,CAZACUCL,,13:50:00,CONTAMINATED
334/D7771,PORT ADAPTOR FLANGE,-1,14/02/2024,-8.32,551,GI scrapping,4005964826,14/02/2024,,PROD,,CAZACUCL,,12:23:54,DAMAGED CASING
334/P4590,SA HOSE - 4640 LIGHT GREEN,-1,14/02/2024,-17.55,551,GI scrapping,4005971577,14/02/2024,,PROD,,CAZACUCL,,13:50:00,CONTAMINATED
335/G7723,M/C MECH. HITCH,-2,14/02/2024,-22.48,551,GI scrapping,4005972236,14/02/2024,,PROD,,CAZACUCL,,14:31:44,PAINT DAMAGE
400/B2675,OUTER HOSE -06 BSP HP 455,-1,14/02/2024,-57.24,551,GI scrapping,4005964983,14/02/2024,,PROD,,CAZACUCL,,12:32:37,USED AS SLAVE
400/C0800,(W) (P) (P) AGRIPRO TREAD PLATE (P493) N,-1,14/02/2024,-6.11,551,GI scrapping,4005964935,14/02/2024,,PROD,,CAZACUCL,,12:29:44,SNAPPED IN TWO
400/D8325,SA FENDER BASE RH,-3,14/02/2024,-53.34,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/D8533,SA FENDER RH TRIM 5,-2,14/02/2024,-35.56,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/D8659,SA FENDER BASE LH,-1,14/02/2024,-17.78,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/D8659,SA FENDER BASE LH,-2,14/02/2024,-35.56,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/D9251,SA FENDER LH TRIM 5,-1,14/02/2024,-17.78,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/D9512,SA FENDER LH TRIM 7,-3,14/02/2024,-53.34,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
400/M4150,WA BOOM STRUT,-1,14/02/2024,-51.15,551,GI scrapping,4005963683,14/02/2024,,PROD,,RAFEEQM,,11:00:21,
400/M4547,CPV TB AND SAHR CHRG,-1,14/02/2024,-152.88,551,GI scrapping,4005964761,14/02/2024,,PROD,,CAZACUCL,,12:17:45,PARTS REMOVED
400/M4547,CPV TB AND SAHR CHRG,-1,14/02/2024,-152.87,551,GI scrapping,4005964816,14/02/2024,,PROD,,CAZACUCL,,12:22:54,OPEN TO ELEMENTS
400/N0026,WA PIPE - BOOM BASE TOP,-1,14/02/2024,-35.54,551,GI scrapping,4005971650,14/02/2024,,PROD,,CAZACUCL,,13:52:04,BENT OUT OF SHAPE
400/N4842,4BI KIT 1 CHAINS,-11,14/02/2024,"-5,883.35",551,GI scrapping,4005965053,14/02/2024,,PROD,,CAZACUCL,,12:39:25,BENT OUT OF SHAPE
400/R9764,FAN MOTOR 11cc BI-DIR SAE,-1,14/02/2024,-205.37,551,GI scrapping,4005972238,14/02/2024,,PROD,,CAZACUCL,,14:34:12,OPEN TO ELEMENTS
400/S2533,TLTB VALVE 40BAR HB/50BAR,-1,14/02/2024,-318.36,551,GI scrapping,4005964592,14/02/2024,,PROD,,CAZACUCL,,12:06:23,OPEN TO ELEMENTS
400/U3654,WA PIVOT PIN 59.9X306,-1,14/02/2024,-39.84,551,GI scrapping,4005971673,14/02/2024,,PROD,,CAZACUCL,,13:55:30,SNAPPED TAP
400/U9965,STEER MODE VALVE 40LPM,-1,14/02/2024,-116.24,551,GI scrapping,4005965132,14/02/2024,,PROD,,RAFEEQM,,12:46:08,
400/X5471,MOTOR 11cc UNI-DIRECT,-1,14/02/2024,-140.46,551,GI scrapping,4005964755,14/02/2024,,PROD,,CAZACUCL,,12:16:59,DAMAGED SOLENOID
400/X5471,MOTOR 11cc UNI-DIRECT,-1,14/02/2024,-140.46,551,GI scrapping,4005972232,14/02/2024,,PROD,,CAZACUCL,,14:29:15,SEGMENT LEAK
400/Y1737,WA-COVER PLATE,-1,14/02/2024,-14.39,551,GI scrapping,4005965104,14/02/2024,,PROD,,RAFEEQM,,12:44:06,
401/C3893,ENG POD CHEVRON,-4,14/02/2024,-13.4,551,GI scrapping,4005961286,14/02/2024,,PROD,,RAFEEQM,,08:36:53,
401/C5751,ABI ENGINE COVER - NO BADGE,-3,14/02/2024,"-1,230.36",551,GI scrapping,4005972563,14/02/2024,,PROD,,CAZACUCL,,14:46:20,DAMAGED MOULDING
401/C5800,ABI ENGINE COVER - BADGE,-3,14/02/2024,"-1,247.76",551,GI scrapping,4005972567,14/02/2024,,PROD,,CAZACUCL,,14:47:49,DEEP GAUGES ON MOULD
401/E1583,SUNBELT LOGO-BOOM-ENG SID,-10,14/02/2024,-99.8,551,GI scrapping,4005964813,14/02/2024,,PROD,,FERKOJ,,12:21:50,
401/G0085,WA REAR LIGHT ARM,-1,14/02/2024,-5.25,551,GI scrapping,4005972236,14/02/2024,,PROD,,CAZACUCL,,14:31:44,PAINT DAMAGE
401/H0103,ABI ENGINE COVER - SUNBEL,-2,14/02/2024,"-1,115.22",551,GI scrapping,4005972564,14/02/2024,,PROD,,CAZACUCL,,14:46:51,CRACKED MOULDING
401/H3346,ABI ENGINE COVER,-1,14/02/2024,-381.51,551,GI scrapping,4005972568,14/02/2024,,PROD,,CAZACUCL,,14:48:18,DAMAGED MOULDING
401/M1106,WA HOSE GUIDE BLACK,-7,14/02/2024,-35.7,551,GI scrapping,4005964989,14/02/2024,,PROD,,CAZACUCL,,12:33:20,TOO SMALL
401/T8891,FRONT COVER SCREEN GUARD,-1,14/02/2024,-17.02,551,GI scrapping,4005964850,14/02/2024,,PROD,,CAZACUCL,,12:24:41,SCRATCHED SURFACE FACE
401/V9710,ACCUMULATOR 0.93L 18.6 BA,-1,14/02/2024,-39.8,551,GI scrapping,4005972416,14/02/2024,,PROD,,CAZACUCL,,14:37:20,ATTACHED TO REJECT PART
401/X8110,SA HOSE -06 780mm A LT GR,-1,14/02/2024,-7.16,551,GI scrapping,4005964928,14/02/2024,,PROD,,CAZACUCL,,12:28:07,USED AS SLAVE
402/D8667,SA FENDER RH CONSTRUCTION,-1,14/02/2024,-17.78,551,GI scrapping,4005972208,14/02/2024,,PROD,,CAZACUCL,,14:28:30,SCRATCHED SURFACE FACE
402/L1424,"507, 509, 510 EXTEND CHAI",-2,14/02/2024,-155.97,551,GI scrapping,4005964939,14/02/2024,,PROD,,CAZACUCL,,12:31:53,DAMAGED
402/M5836,POPPET VALVE ASSY,-1,14/02/2024,-28.26,551,GI scrapping,4005965101,14/02/2024,,PROD,,CAZACUCL,,12:41:26,DAMAGED THREADS
402/S7737,MTG FRONT C-WEIGHT PLATE,-1,14/02/2024,-11.97,551,GI scrapping,4005972099,14/02/2024,,PROD,,CAZACUCL,,14:23:42,RUSTY
402/X1388,SA HOSE 6640mm BLUE,-1,14/02/2024,-42.14,551,GI scrapping,4005965101,14/02/2024,,PROD,,CAZACUCL,,12:41:26,DAMAGED THREADS
612/80158,HOSE 3/8BSP 2400mm,-1,14/02/2024,-7.76,551,GI scrapping,4005971577,14/02/2024,,PROD,,CAZACUCL,,13:50:00,CONTAMINATED
721/C5996,SRS LIFT RAM HARNESS 531/,-1,14/02/2024,-7.55,551,GI scrapping,4005972416,14/02/2024,,PROD,,CAZACUCL,,14:37:20,ATTACHED TO REJECT PART
721/G9365,6 WAY DT LINK LEAD,-1,14/02/2024,-10.34,551,GI scrapping,4005972090,14/02/2024,,PROD,,CAZACUCL,,14:20:37,DAMAGED CASING
333/C9377,MACHINED 510 OUTER BOOM,-1,13/02/2024,"-1,984.76",551,GI scrapping,4005946514,13/02/2024,,PROD,,FERKOJ,,11:24:12,
333/D4846,ABI 55kW EXHAUST,-1,13/02/2024,-130.18,551,GI scrapping,4005950801,13/02/2024,,PROD,,CAZACUCL,,16:06:23,PAINT DAMAGE
334/E6267,MAIN VALVE TEMPLATE 5AX,-3,13/02/2024,-5.58,551,GI scrapping,4005949867,13/02/2024,,PROD,,CAZACUCL,,15:22:49,PAINT DAMAGE
334/F2692,LIFT ARM SUPPORT DEVICE (,-5,13/02/2024,-34.65,551,GI scrapping,4005949797,13/02/2024,,PROD,,CAZACUCL,,15:18:49,PAINT DAMAGE
334/G1819,(P) FUEL FILLER MOULDING,-2,13/02/2024,-15.24,551,GI scrapping,4005950635,13/02/2024,,PROD,,CAZACUCL,,15:58:41,SNAPPED STUDS
335/B3984,LIFT RAM RECESS COVER,-1,13/02/2024,-34.44,551,GI scrapping,4005950533,13/02/2024,,PROD,,CAZACUCL,,15:49:31,MISSHAPER
400/D8325,SA FENDER BASE RH,-1,13/02/2024,-17.78,551,GI scrapping,4005950729,13/02/2024,,PROD,,CAZACUCL,,16:05:33,SCRATCHED SURFACE FACE
400/D8325,SA FENDER BASE RH,-1,13/02/2024,-17.78,551,GI scrapping,4005949794,13/02/2024,,PROD,,CAZACUCL,,15:18:06,SCRATCHED SURFACE FACE
400/D8325,SA FENDER BASE RH,-1,13/02/2024,-17.78,551,GI scrapping,4005950636,13/02/2024,,PROD,,CAZACUCL,,16:00:03,SCRATCHED FACE
400/D8659,SA FENDER BASE LH,-1,13/02/2024,-17.78,551,GI scrapping,4005950729,13/02/2024,,PROD,,CAZACUCL,,16:05:33,SCRATCHED SURFACE FACE
400/D8659,SA FENDER BASE LH,-1,13/02/2024,-17.78,551,GI scrapping,4005950729,13/02/2024,,PROD,,CAZACUCL,,16:05:33,SCRATCHED SURFACE FACE
400/D9270,SA FENDER RH TRIM 4,-1,13/02/2024,-17.78,551,GI scrapping,4005950636,13/02/2024,,PROD,,CAZACUCL,,16:00:03,SCRATCHED FACE
400/D9270,SA FENDER RH TRIM 4,-1,13/02/2024,-17.78,551,GI scrapping,4005950729,13/02/2024,,PROD,,CAZACUCL,,16:05:33,SCRATCHED SURFACE FACE
400/G9993,HOSE DIESEL FILL,-2,13/02/2024,-13.54,551,GI scrapping,4005950639,13/02/2024,,PROD,,CAZACUCL,,16:00:59,RIPPED
400/K5653,FLOORMAT,-1,13/02/2024,-29.51,551,GI scrapping,4005949934,13/02/2024,,PROD,,CAZACUCL,,15:26:45,TURN
400/K8975,RH TLTB POD MOULD,-1,13/02/2024,-15.95,551,GI scrapping,4005950385,13/02/2024,,PROD,,CAZACUCL,,15:47:57,DAMAGED AFTER REWORK
400/M7496,WA UNDER BOOM PIPES - RH,-1,13/02/2024,-79.87,551,GI scrapping,4005950729,13/02/2024,,PROD,,CAZACUCL,,16:05:33,SCRATCHED SURFACE FACE
400/M7909,WA REVERSE ALARM COVER PL,-1,13/02/2024,-1.54,551,GI scrapping,4005950723,13/02/2024,,PROD,,CAZACUCL,,16:02:51,BENT OUT OF SHAPE
401/E1271,ABI FUEL TANK,-1,13/02/2024,-172.17,551,GI scrapping,4005949791,13/02/2024,,PROD,,CAZACUCL,,15:16:55,FACE SURFACE SCRATCHED
402/R3341,ABI 5AC/XC VP HYD TANK CL,-2,13/02/2024,"-1,548.49",551,GI scrapping,4005949736,13/02/2024,,PROD,,CAZACUCL,,15:16:01,BENT OUT OF SHAPE
332/L8080,INNER BOOM M/CING. 541-70,-1,12/02/2024,"-1,161.00",551,GI scrapping,4005870790,12/02/2024,,PROD,,FERKOJ,,14:01:04,
333/F5605,PRESSING - P421 OUTER SPINE*,-4,09/02/2024,-153.61,551,GI scrapping,4005849346,09/02/2024,,PROD,,FERKOJ,,12:12:43,
401/C5751,ABI ENGINE COVER - NO BADGE,-1,09/02/2024,-410.12,551,GI scrapping,4005847625,09/02/2024,,PROD,,BUTKUSA,,09:50:00,ASY - Damaged on machine
30/926519,DENSO OIL COOLER,-1,08/02/2024,-126.03,551,GI scrapping,4005827970,08/02/2024,,PROD,,CAZACUCL,,14:01:33,DAMAGED
